url,title,summary,content_type,issue_id
https://www.jetbrains.com/lp/mono/,Jetbrains,"A monospaced typography designed for developers, with ligatures, well
differentiated symbols and more.",text,2020-W04
https://marmelab.com/react-admin/,React Admin,"A frontend Framework for building admin applications running in the browser,
on top of REST/GraphQL APIs, using ES6, React and Material Design.",text,2020-W04
https://blog.acolyer.org/2020/01/22/trade-offs-under-pressure-part-1/,Trade-offs under pressure,"This is the first part of a digested walkthrough of the paper [Trade-offs
under pressure: heuristics and observations of teams resolving internet
service
outages](https://lup.lub.lu.se/student-papers/search/publication/8084520),
Allspaw, Masters thesis, Lund University, 2015.

If the topic doesn't catch your attention, have a tour around their archives;
[The morning paper](https://blog.acolyer.org/) is a remarkable place to find
interesting papers on a wide range of topics.",text,2020-W04
https://www.theguild.nl/when-elixirs-performance-becomes-rust-y/,When Elixir's performance becomes Rust-y,"An article about how to use Rust with Elixir using
[rustler](https://github.com/rusterlium/rustler), a library to create Erlang
NIF functions in Rust.

Worth remembering that
[Discord also does this mix](https://blog.discordapp.com/using-rust-to-scale-elixir-for-11-million-concurrent-users-c6f19fc029d3).",text,2020-W04
https://www.youtube.com/watch?v=s19G6n0UjsM,"Rust at speed: building a fast, concurrent database","In this talk from early 2019, Jon Gjengset explains in a very succinctly
manner the idea behind Rust ownership and what is this `unsafe` thing in Rust
all about. And of course, the database he is working on,
[Noria](https://github.com/mit-pdos/noria) is the jewel of the talk.",video,2020-W04
https://terminusdb.com/,TerminusDB,"A graph database focused on knowledge graph representation. The new
version, 1.1, introduces a new storage system with revision control à la git.
In their words:

> We adopt a delta encoding approach to updates (‘like git, but for data’)
which provides the whole suite of revision control features: branch, merge,
squash, rollback, blame, and time-travel facilitating CI/CD approaches on
data.

In almost fifteen years with an on-and-off relationship with RDF, TerminusDB
is the first database that I try that doesn't force you to manage all the
complexity typically associated with RDF. I believe they have found a
plausible abstraction for people that want to work with graphs without
investing in the guts and bowels of RDF.",text,2020-W05
https://beepb00p.xyz/unnecessary-db.html,Against unnecessary databases,"A comprehensive list of trade-offs on the topic of maintaining a local copy of
remote data you don't own (or rather, you may own but you don't control).",text,2020-W05
https://www.mike-gualtieri.com/posts/stealing-data-with-css-attack-and-defense,Stealing data with CSS: Attack and Defense,"CSS Exfil is a method to let an attacker steal targeted data using _CSS
alone_.

Mike Gualtieri explains in detail how the attack works and provides extensions
for Firefox and Chrome to mitigate it.",text,2020-W05
https://www.rosette.com/blog/overview-fuzzy-name-matching-techniques/,An Overview of Fuzzy Name Matching Techniques,"This article goes through a couple of methods and their strengths and
weaknesses to match names.",text,2020-W05
https://pingcap.com/blog/rust-compilation-model-calamity/,The Rust Compilation Model Calamity,"This is the first part of a series of articles explaining what trade-offs make
Rust be slow at compile time. The short and oversimplified answer is: fast run
time and strong safe guarantees.",text,2020-W05
https://www.holistics.io/blog/the-rise-and-fall-of-the-olap-cube/,The Rise and Fall of the OLAP Cube,"This article may interest you in two ways. if you are not familiar with the
concepts of OLTP and OLAP it will serve as a lightweight introduction;
otherwise it will serve to understand why OLAP cubes are less relevant than
they were a decade ago.",text,2020-W05
https://www.youtube.com/watch?v=fh9WXPu0hw8,Bringing WebAssembly out side the web with WASI,"Lin Clark walks us through the ideas behind WebAssembly and how the result of
it could lead to a more secure world.

If you rather read than watch, check her article
[Standardizing WASI: A system interface to run WebAssembly outside the web](https://hacks.mozilla.org/2019/03/standardizing-wasi-a-webassembly-system-interface/)",video,2020-W06
https://cfsamsonbooks.gitbook.io/epoll-kqueue-iocp-explained,"Epoll, Kqueue and IOCP explained with Rust","A web book on different methods to use different strategies for efficient high
performance I/O.",text,2020-W06
https://medium.com/wasm/strings-in-webassembly-wasm-57a05c1ea333,Strings in WebAssembly (Wasm),"An in-depth explanation of how Strings work in WebAssembly, specifically how
Rust wasm-bindgen handles them.",text,2020-W06
https://blog.discordapp.com/why-discord-is-switching-from-go-to-rust-a190bbca2b1f,Why Discord is switching from Go to Rust,"This is another sneak peek into how Discord is architected through a success
story using Rust.",text,2020-W06
https://dirk.rave.org/combinatris/,Combinatris,"A game like Tetris using [SKI
combinators](https://en.wikipedia.org/wiki/SKI_combinator_calculus) instead of
coloured blocks. This is a good excuse to learn how they work isn't it?",text,2020-W06
https://github.com/XAMPPRocky/tokei,Tokei,"A tool that gives statistics about a codebase. It will show number of files,
total lines, comments and blank lines grouped by language.",text,2020-W06
https://github.com/direnv/direnv,Direnv,"A tool that augments existing shells by loading and unloading environment
variables depending on the current directory.",text,2020-W07
https://github.com/wagoodman/dive,Dive,"A tool for exploring a docker image, layer contents, and discovering ways to
shrink the size of your Docker/OCI image.",text,2020-W07
https://christine.website/blog/i-was-wrong-about-nix-2020-02-10,I was Wrong about Nix,"An article that will walk you through the benefits of
[nix](https://nixos.org/nix/) by showing how to build a Docker image with a
backend in Go and a frontend in Elm.",text,2020-W07
https://jhalderm.com/pub/papers/letsencrypt-ccs19.pdf,Let’s Encrypt: An Automated Certificate Authority to Encrypt the Entire Web,"A paper explaining the birth of Let's Encrypt and the context that made it
happen and succeed.",pdf,2020-W07
https://keepachangelog.com/en/1.0.0/,Keep a Changelog,"A few recommendations on how to keep record of change for your project. They
are quite codebase centric but can be extrapolated to other contexts like a
product decision log.",text,2020-W07
https://blog.acolyer.org/2020/02/14/programs-life-cycles-laws/,"Programs, life cycles, and laws of software evolution","A tour on the 40 years-old paper [Programs, life cycles, and laws of software
evolution](https://users.ece.utexas.edu/~perry/education/SE-Intro/lehman.pdf),
Lehman, Proc. IEEE, 1980.

Both the article and the paper are worth reading if you have an interest in
software development and evolution.",text,2020-W07
https://fabiensanglard.net/floating_point_visually_explained/,Floating Point Visually Explained,A succinct article explaining the mechanics of floating point numbers.,text,2020-W08
https://sidneyliebrand.io/blog/how-fzf-and-ripgrep-improved-my-workflow,How FZF and ripgrep improved my workflow,"An article full of nice little snippets to take advantage of fzf and ripgrep.
Two of my must-have when I'm working in the terminal.",text,2020-W08
https://medium.com/@inonst/a-deep-dive-on-the-most-critical-api-vulnerability-bola-1342224ec3f2,A Deep Dive On The Most Critical API Vulnerability — BOLA (Broken Object Level Authorization),"An in-depth explanation about BOLA, an authorisation exploit you want to be on
top of if you are in the API business.

It has a gentle explanation for non-technical readers.",text,2020-W08
https://medium.com/@copyconstruct/testing-in-production-the-safe-way-18ca102d0ef1,Testing in production the safe way,"An article that attempts to destigmatise the idea of “testing in production”
by analysing the benefits and shortcomings of different stages such as
development, test environment, deployment, release and post-release.",text,2020-W08
https://rhg.dev/posts/elm-code-generation,Elm code generation,"An article that walks your through how to build a headless elm app running on
Node.js.",text,2020-W08
https://protonmail.com/blog/internet-of-things-privacy-iot-explained/,The privacy risks of the Internet of Things,"An article to make you think in how apparently harmless things could become an
intrusion to your daily life. You may think you have nothing to hide but, are
you ok with letting others steal your information and monetise it?",text,2020-W08
https://open-wc.org/codelabs/basics/web-components.html,Web Components codelab,"A tutorial showing the features available with Web Components. Ideal if you
have done some web frontend development and want to get a sense of what Web
Components bring to the table.",text,2020-W09
https://dev.to/arcanis/plugin-systems-when-why-58pp,Plugin systems - when & why?,"An article reflecting on the experience of maintaining a plugin-based CLI
versus a monolith CLI.",text,2020-W09
https://bastion.rs/,Bastion. Highly-available Distributed Fault-tolerant Runtime,"A highly-available, fault-tolerant runtime system that provides an actor model
with supervision strategies. Like Erlang but in Rust.",text,2020-W09
https://hacks.mozilla.org/2020/02/securing-firefox-with-webassembly/,Securing Firefox with WebAssembly,"An article briefly explaining the current methods used in Firefox to isolate
execution (sandboxing) and an extensive explanation of the new approach using
webassembly (wasi) compiled ahead of time.",text,2020-W09
https://alexwlchan.net/2019/12/yaml-impossible/,YAML impossible,"A showcase of why you should never trust YAML, and should parse it with care
and defensively.",text,2020-W09
https://dev.to/gilbert/write-a-user-permissions-system-in-5-lines-of-prolog-mof,Write a User Permissions System in 5 lines of Prolog,"An article showing the beauty of a rule-based programming language. Now that
AI is in everyone's agenda, it's a great time to learn some Prolog and consider
if perhaps that complex machinery you were thinking in building can be handled
with a few lines of Prolog.",text,2020-W09
https://caolan.uk/articles/time-disorder/,Time Disorder,"An article with a comprehensive warning against relying on timestamps for
ordering. May or may not apply to your current situation but time is messy and
understanding why will help prevent unpleasant events.

A pearl (of many) you will find in the article:

> Jumps in time can cause problems, so services like ntpd often prefer to slow
down or speed up the system clock until it gradually approaches the correct
time (this is called 'slew' correction).",text,2020-W10
https://georgestocker.com/2020/03/04/please-stop-recommending-git-flow/,Please stop recommending Git Flow!,"A very much needed article around the hype of gitflow. If you use Git, you
won't regret reading it.",text,2020-W10
https://caniuse.rs/,Can I use (Rust),"A service to search for availability and stability of Rust features. Similar
idea but simpler of the famous [caniuse](https://caniuse.com/) for web
features.",text,2020-W10
https://rudism.com/the-brave-browser-is-brilliant/,The Brave browser is brilliant,"An article explaining the Brave “business model”. Some of us would call this a
scam, judge by yourself.

You might also like this [complementary
reading](https://github.com/lobsters/lobsters/issues/761).",text,2020-W10
https://web.eecs.utk.edu/~azh/pubs/Chattopadhyay2020CHI_NotebookPainpoints.pdf,What’s Wrong with Computational Notebooks?,"A paper describing a field study on the current computational notebook
landscape to identify pain points and improvement opportunities.",pdf,2020-W10
https://www.youtube.com/watch?v=jdliXz70NtM,Finding your service boundaries,"A talk on how to organise your system (application, service, etc). Long but
clearly shows how to apply DDD thinking to your system no matter the level of
abstraction.",video,2020-W10
https://www.nmattia.com/posts/2018-03-21-nix-reproducible-setup-linux-macos.html,Nix: A Reproducible Setup for Linux and macOS,"A nice and gentle introduction to Nix, the package manager. It helps with the
transition from more classic mental models such as Brew or Apt without being
as dry as the Nix manual or the [Nix pills](https://nixos.org/nixos/nix-pills/index.html).",text,2020-W11
https://medium.com/@productivitypinata/i-got-99-problems-and-your-hiring-practices-are-all-of-them-cb1e6a5877ea,I Got 99 Problems And Your Hiring Practices Are All Of Them (Part 1),"An article (part 1 of 6) reflecting on hiring practices that you should likely
consider if your role is to manage a team.",text,2020-W11
https://python-poetry.org/,Poetry,"A tool to manage Python dependencies. It feels similar to
[Pipenv](https://pipenv.pypa.io) in that makes working with virtual
environments ergonomic. Poetry, though, lets you manage a package lifecycle
whilst Pipenv seems more application oriented.

It's nice to see the Python dependency management space coming out of the dark
ages of `pip`, `virtualenv`, `setup.py` and other horrors.

You might like reading [A deeper look into Pipenv and Poetry](https://frostming.com/2019/01-04/pipenv-poetry)
from one of the collaborators of Pipenv.",text,2020-W11
https://blog.cloudflare.com/the-history-of-the-url/,The history of the URL,"A well narrated bit of history. Although a bit technical at times, it is
indeed a must if you are interested in the early days of the Internet.",text,2020-W11
https://medium.com/@maxsparr0w/performance-of-node-js-compared-to-actix-web-37f20810fb1a,ExpressJS vs Actix-Web. It is exactly what you think,"An article comparing Actix-Web (Rust) against ExpressJS (Node.js).
Unsurprisingly, Actix is faster consumes less resources and takes advantage of
multiple CPU cores. As with any benchmark or comparison always read the fine
print to understand the tradeoffs and artificial conditions.

If you consider Rust for web server development have a look at
[Are we web yet?](https://www.arewewebyet.org/) before making the decision. It
may or may not be the right time for your product to adopt Rust in this space.",text,2020-W11
https://blog.timescale.com/blog/why-sql-beating-nosql-what-this-means-for-future-of-data-time-series-database-348b777b847a/,"Why SQL is beating NoSQL, and what this means for the future of data","An article with a bit of history on the inception of SQL, its decline with the
advent of noSQL and its comeback.",text,2020-W11
https://doriantaylor.com/agile-as-trauma,Agile as trauma,"An article reflecting on where Agile comes from and why some of the mantras
are not always a good thing.

Same topic, different angle is [Agile
Fluency](https://www.martinfowler.com/articles/agileFluency.html).",text,2020-W12
https://oduinn.com/2020/02/25/distributed-team-vs-remote-work-and-work-from-home/,"Distributed Team vs Remote Work, Virtual Work, Telework and Work From Home","An attempt to define and contextualise terminology around teams not working in
the same physical place.",text,2020-W12
https://blog.repl.it/clui,CLUI: Building a Graphical Command Line,"An article exploring what's next for user interfaces. Rich and interactive CLI
is not new but the article has a twist worth paying attention to.",text,2020-W12
https://medium.com/@catamphetamine/how-github-blocked-me-and-all-my-libraries-c32c61f061d3,How GitHub blocked me (and all my libraries),"A tale of the dark side of Github. Ah! now Npm joins the party of ~~open~~
restricted source (https://blog.npmjs.org/post/612764866888007680/next-phase-montage).",text,2020-W12
https://github.com/sharkdp/pastel,Pastel,"A command-line tool to to generate, analyze, convert and manipulate colors.
Some interfaces are a delight to use.",text,2020-W12
https://dropbox.tech/infrastructure/rewriting-the-heart-of-our-sync-engine,Rewriting the heart of our sync engine,"An article from Dropbox explaining the problems they faced with their
synchronisation engine.",text,2020-W12
https://protonmail.com/blog/zoom-privacy-issues/,Using Zoom? Here are the privacy issues you need to be aware of,"An article warning on Zoom users on known shady practices done and offered by
the company. And a timely reminder that less than a year ago Zoom had a
security problem they neglected and approached with sloppiness.

If you need more convincing check these out, [Zoom iOS app sends data to
Facebook](https://www.vice.com/en_us/article/k7e599/zoom-ios-app-sends-data-to-facebook-even-if-you-dont-have-a-facebook-account)
, [Zoom needs to clean up its privacy act](https://blogs.harvard.edu/doc/2020/03/27/zoom/)
and [More on Zoom and privacy](http://blogs.harvard.edu/doc/2020/03/28/more-zoom/).",text,2020-W13
https://www.infoworld.com/article/3533410/9-offbeat-databases-worth-a-look.html,9 offbeat databases worth a look,"A list of less popular databases. I have a weakness for in-process databases
like SQLite so [DuckDB](https://www.duckdb.org/) is my choice out of these
nine:

> DuckDB is an embedded database designed to execute analytical SQL queries
fast while embedded in another process.

Ok, it's not in the article but if embedded databases is of your interest,
check out [Sled](https://github.com/spacejam/sled).",text,2020-W13
https://pythonspeed.com/articles/indexing-pandas-sqlite/,Fast subsets of large datasets with Pandas and SQLite,An article explaining two strategies to manage large datasets with Pandas.,text,2020-W13
https://matklad.github.io/2020/03/22/fast-simple-rust-interner.html,Fast and Simple Rust Interner,"A quick introduction to string interning in Rust. Most relevant if you are
interested in Rust and optimal data structures.",text,2020-W13
https://anssi-fr.github.io/rust-guide/,Secure Rust Guidelines,A book of guidelines for developing Rust applications in a secure manner.,text,2020-W13
https://github.com/dskkato/rjo,Rjo,"A small utility to create JSON objects, written in Rust. The original tool is
[Jo](https://github.com/jpmens/jo), written in C.",text,2020-W13
https://hackernoon.com/how-the-creators-of-git-do-branches-e6fcc57270fb,How the Creators of Git Do Branching,"An article explaining the Git Workflow juxtaposed to the well known
[GitFlow](https://nvie.com/posts/a-successful-git-branching-model/).

Both workflows assume a product with multiple releases in play. If you have a
single-release situation like a simple web application, don't even bother.",text,2020-W14
https://blog.royalsloth.eu/posts/sad-state-of-cross-platform-gui-frameworks/,Sad state of cross platform GUI frameworks,"An overview of a handful of graphical user interface frameworks. Shows the
poor state of the situation and puts in context the (well deserved) criticisms
[Electron](https://www.electronjs.org/) tends to receive lately.",text,2020-W14
https://medium.com/@rbranson/10-things-i-hate-about-postgresql-20dbab8c2791,10 Things I Hate About PostgreSQL,"An article with a healthy criticism to PostgreSQL. It ends with:

> You should probably still use PostgreSQL and not something else for storing
data that you’d ideally like to, you know, keep around for some time.",text,2020-W14
https://thomashartmann.dev/blog/on-generics-and-associated-types/,On Generics and Associated Types,An article about when to use generics and associated types in Rust.,text,2020-W14
https://martinfowler.com/articles/value-architectural-attribute.html,The Elephant in the Architecture,"An article on why technical (architectural) decisions need to be contrasted
against business value.",text,2020-W14
https://stork-search.net/,Stork,"A tool to offer a search function to a static site. A nice addition to the
[JAMstack](https://jamstack.org/) toolbelt.",text,2020-W14
https://drewdevault.com/2020/04/05/My-weird-branchless-git-workflow.html,"My unorthodox, branchless git workflow","An article on working with Git without branches. An interesting contrast to
last week's [How the Creators of Git Do
Branching](https://hackernoon.com/how-the-creators-of-git-do-branches-e6fcc57270fb).",text,2020-W15
https://plausible.io/blog/remove-google-analytics,Why you should stop using Google Analytics on your website,"An article to help you consider alternatives to Google Analytics.

Although the article has good content, keep in mind Plausible is a competitor
of Google Analytics. That said, [Plausible have their code
open](https://github.com/plausible-insights/plausible) so it's a plus in
transparency.",text,2020-W15
https://www.blackillustrations.com/,Black illustrations,"A set of illustrations for free (or anything you think is the right price). In
their words:

> There just isn't a lot of diversity in design.  People of color are often
underrepresented in illustrations, lacking in the design process and often go
unseen in visuals across the internet.",text,2020-W15
https://lukeplant.me.uk/blog/posts/why-im-leaving-elm/,Why I'm leaving Elm,"An article with lots of reasons why you might not want to invest in Elm. This
in particular is what made me stop considering Elm as a worthwhile option
around the time 0.19 was released:

> They do not say “Why don’t you just”, they say “You must just” — despite not
knowing anything about the rest of the project-specific constraints that you
are taking into account and couldn’t explain — and then they build that
opinion into the compiler itself.

Even if you don't care about Elm, it's a good article to reflect on open
source and governance.",text,2020-W15
https://boats.gitlab.io/blog/post/failure-to-fehler/,From failure to Fehler,"An article on error handling in Rust by the author of
[failure](https://crates.io/crates/failure) and
[fehler](https://crates.io/crates/fehler).

From the same author, worth a read [A brief apology of Ok-Wrapping](https://boats.gitlab.io/blog/post/why-ok-wrapping/).",text,2020-W15
https://blog.rebased.pl/2020/04/07/why-you-probably-dont-need-postgis.html,Why you (probably) don't need PostGIS,"An article with a handful of ways you can avoid using PostGIS by taking
advantage of Postgres features and lightweight extensions.

It links to [SpatiaLite](https://www.gaia-gis.it/fossil/libspatialite/index),
a spatial extension for SQLite.",text,2020-W15
https://launchdarkly.com/blog/the-fallacy-of-move-fast-and-break-things/,The Fallacy of Move Fast and Break Things,"An article challenging the belief that increased velocity is a good thing in
itself.

> The problem is moving fast doesn't work across industries or for all teams.
To effectively move fast, you need processes in place to support the velocity.
The consequences of moving too fast and not being able to fix things when they
break are high.

[How to Make Things High-Quality](https://medium.com/the-year-of-the-looking-glass/how-to-make-things-high-quality-f466f875227d)
is article somewhat related you might enjoy.

> It’s a mistake to conflate success with shipping a large quantity of
features.",text,2020-W16
https://vishalkapur.com/how-to-have-impact/,How to have impact,"An article that proposes an alternative approach to how to evaluate your work
other than good intentions that may or may not end up in the intended impact.

While reading it I couldn't shake out of my head the
[Wardley Maps
book](https://medium.com/wardleymaps/on-being-lost-2ef5f05eb1ec).",text,2020-W16
https://blog.yoshuawuyts.com/byte-ordered-stream-parsing/,Byte Ordered Streams,"An article with a nicely condensed description of endianness and how to deal
with byte streams in Rust.",text,2020-W16
https://jeremykun.com/2020/01/14/the-communicative-value-of-using-git-well/,The Communicative Value of Using Git Well,"An article with a few considerations about how to improve the narrative of Git
history.

If this topic resonates with you, [Literate
Git](https://github.com/bennorth/literate-git) might catch your eye.",text,2020-W16
https://www.yuvalrob.com,Yuval Robicheck illustrations,A set of brilliant illustrations from Yuval Robicheck.,text,2020-W16
https://thenewstack.io/observability-a-3-year-retrospective,Observability — A 3-Year Retrospective,"An article reflecting on the evolution of the techniques around understanding
how a system performs.",text,2020-W16
https://webassembly.studio/,Webassembly studio,"An online tool to explore and learn Webassembly. Allows projects in C, Rust,
Typescript and more.",text,2020-W17
https://medium.com/@rakyll/things-i-wished-more-developers-knew-about-databases-2d0178464f78,Things I Wished More Developers Knew About Databases,"An article touching upon seventeen topics worth paying more attention to
whilst working with databases.",text,2020-W17
https://joshondesign.com/2020/03/10/rust_minibrowser,Building a Rust Web Browser,"A series of articles on how the author is progressing in his mini webbrowser
project.",text,2020-W17
https://blog.thepete.net/blog/2019/12/09/delivering-on-an-architecture-strategy/,Delivering on an architecture strategy,"An article highlighting fundamental practices in a multi-discipline _product_
team and where a technical and an architectural strategy play their part.

There is a bit I dislike though, the categorisation of people as either
""doers"" or ""dreamers"". It is oversimplistic and gives a blank check to certain
type of people that _think_ they are doing their part by just dreaming
unrealistic half-baked ideas.",text,2020-W17
https://github.com/gera2ld/markmap-lib,Markmap,A tool to plot mindmaps out of Markdown.,text,2020-W17
https://github.com/denisidoro/navi,Navi,An interactive cheatsheet tool for the command-line and application launchers.,text,2020-W17
https://github.com/dandavison/delta,Delta,A syntax-highlighter for git and diff output.,text,2020-W18
https://robertheaton.com/2020/04/27/how-does-a-tcp-reset-attack-work/,How does a TCP Reset Attack work?,"An article explaining the mechanics of a TCP reset attack. Apparently, one of
the techniques used by China's Great Firewall to enforce their censorship.",text,2020-W18
https://public-apis.io/,Public APIs,"A collection of public HTTP API services categorised by topic.

You may also be interested in [Public API](https://public-apis.xyz/).",text,2020-W18
https://jamesmcm.github.io/blog/2020/04/19/data-engineering-with-rust-and-aws-lambda,Data Ingestion with Rust and AWS Lambda,"A tutorial of how to setup an AWS Lambda function with Rust, consuming
spreadsheets from AWS S3.

The [Rusoto](https://github.com/rusoto/rusoto) project, although not yet 1.0,
is already covering quite a few [AWS services](https://www.rusoto.org/supported-aws-services.html).

The [Amadeus](https://github.com/constellation-rs/amadeus) project is worth a
look as well if you are into data processing, ETL or analysis.",text,2020-W18
https://adl.io/essays/degeneracy-code-and-innovation/,"Degeneracy, Code and Innovation","An article exploring the parallelisms of _degeneracy_, from
biology, applied to other situations like technical solutions, professional
career, etc.

If you are like me, you'll have to ignore the bits that seem to imply that
Nature has some sort of intention or grand plan. Even with that, there are
some good seeds for thought in there.

> Ever worked in a startup with a messy codebase everyone agrees has poor
> architecture? In that startup, did the PM ever come up with an off-the-wall
> idea—and instead of resistance, the team said, “actually… we just need to
> tweak the X and bolt-on a Y, and we could do that pretty easily. It’ll be
> ugly, but we can do it.”
>
> That first example is the anti-pattern Fisher is talking about. That second
> example: unintentional degeneracy. Succeeding because of “bad” architecture,
> not in spite of bad architecture.",text,2020-W18
https://medium.com/@bocytko/driving-change-why-are-your-ideas-being-rejected-e2ab96227e40,Driving change: why are your ideas being rejected?,"An article about the factors that may prevent a proposal of improvement from
being adopted.",text,2020-W18
https://poloclub.github.io/cnn-explainer,What is a Convolutional Neural Network?,"An article introducing the concepts involved in a Convolutional Neural Network
(CNN) and complemented with an interactive visualisation.",text,2020-W19
https://gleam.run/,Gleam,"A programming language, statically typed and functional that compiles to
[Erlang](https://www.erlang.org/) VM with interoperability with other BEAM
languages such as [Elixir](https://elixir-lang.org/).

This week the team behind it has [released version 0.8](https://lpil.uk/blog/gleam-v0.8-released/)
with a noticeable improvement in developer experience.",text,2020-W19
https://blog.fullstory.com/suck-less-cycle,Structured Wrongness With the Suck Less Cycle,"An article describing a lifecycle to frame how to iterate on a product
reliably.

> Building great software is not about being perfect. It’s about reliably
> making progress.

It's a better framed version of [“perfect is the enemy of
good”](https://en.wikipedia.org/wiki/Perfect_is_the_enemy_of_good)
highlighting that although good enough is enough, the story doesn't end there.

After all, “quality is relative” without a framework to assess what you have
done is just accepting you don't care about the result, you only care about
getting away with it.",text,2020-W19
https://venam.nixers.net/blog/unix/2020/05/02/time-on-unix.html,Time in Unix,"An article that will challenge your trust on time and its implementation in
computer systems.

> […] in Unix time, each day is considered to be exactly 86400 SI seconds,
> which would mean it should skew away from real UTC, and thus drifts away from
> UT1 (mean time).",text,2020-W19
https://vole.wtf/scunthorpe-sans/,Scunthorpe Sans,A font that censors bad language automatically.,text,2020-W19
https://www.cybertec-postgresql.com/en/postgresql-count-made-fast/,PostgreSQL count(*) made fast,An article about the quirks of Postgres' `count` function.,text,2020-W19
https://blog.timescale.com/blog/time-series-compression-algorithms-explained/,"Time-series compression algorithms, explained",An article that walks through a set of techniques to store more in less space.,text,2020-W20
https://github.com/indygreg/PyOxidizer,PyOxidizer,"A tool for packaging and distributing Python applications.

Produces self-contained binaries like [PyInstaller](https://github.com/pyinstaller/pyinstaller).",text,2020-W20
https://encore.dev/blog/git-clone-grpc,Git clone over gRPC,"An article about how to run Git over gRPC instead of HTTP or SSH by building a
custom [git remote helper](https://git-scm.com/docs/gitremote-helpers).",text,2020-W20
https://keys.pub,Keys.pub,"A tool for managing keys for encryption and signing.

Similar to [Keybase](https://keybase.io/) tech stack (from a former Keybase
employee) but open source.",text,2020-W20
https://www.youtube.com/watch?v=AkYDsiRVqno,Why software architects fail – and what to do about it,A talk that brilliantly identifies the archetypes of developers / architects.,video,2020-W20
https://hacks.mozilla.org/2020/04/fuzzing-with-webidl/,Fuzzing Firefox with WebIDL,"An article introducing the main concepts of fuzz testing and how the Firefox
team uses it to identify bugs.",text,2020-W20
https://dev.to/lampewebdev/writing-webassembly-in-rust-and-runing-it-in-deno-144j,Writing WebAssembly in Rust and runing it in Deno!,"A tutorial to begin with Deno and Webassembly.

[Deno](https://github.com/denoland/deno) is starting to get some traction in
the Javascript space and With Webassembly it's an attractive combination.

If you haven't read about Deno before, try this [Deno overview](https://blog.bitsrc.io/what-is-deno-and-will-it-replace-nodejs-a13aa1734a74).

If you have, and you are into Typescript, check the rationale behind Deno's
[TypeScript compiler in Rust](https://github.com/denoland/deno/issues/5432).",text,2020-W21
https://www.johnbcoughlin.com/posts/floating-point-axiom/,Taming Floating Point Error,"An article explaining the Fundamental Axiom of Floating Point Arithmetic and
the effects in floating point computations.",text,2020-W21
https://www.dolthub.com/,DoltHub,"A service to host [dolt](https://github.com/liquidata-inc/dolt) repositories.

Dolt is a relational database manager with version control backed in. It's
still in an early stage (v0.17.0) but already looking promising.",text,2020-W21
